brand_final,size_oz_rounded,STORE,n_weeks,mean_q,mean_p,p_min,p_max,unit_price_std,mean_cost,mean_promo,mean_log_comp_price,revenue_total,unit_price_cv,baseline_q,baseline_rev,baseline_margin,baseline_profit,opt_price,opt_promo,opt_q,opt_rev,opt_profit,opt_hits_upper,opt_hits_lower,profit_lift_abs,profit_lift_pct,q_lift_ratio
Quaker,15.0,9,344,26.0116,3.0874,1.5,3.79,0.4819,2.4765,0.1715,1.0944,23219.7501,0.1561,26.0116,80.3085,0.6109,15.8906,4.3585,1,20.4208,89.0042,38.4319,True,False,22.5413,141.8533,0.7851
Quaker,15.0,18,345,39.6406,3.0523,1.5,3.6908,0.45,2.4882,0.1681,1.0741,38121.1102,0.1474,39.6406,120.9952,0.5641,22.3625,4.2445,1,31.9882,135.7725,56.1803,True,False,33.8178,151.2256,0.807
Quaker,15.0,28,353,23.8414,3.0577,1.5,3.7,0.4553,2.4887,0.17,1.0881,22778.3101,0.1489,23.8414,72.8998,0.569,13.5659,4.255,1,19.1999,81.6958,33.913,True,False,20.3471,149.9875,0.8053
Quaker,15.0,44,350,32.7914,3.0649,1.5,3.7,0.4571,2.4842,0.1543,1.1149,32455.2001,0.1491,32.7914,100.5013,0.5807,19.0411,4.255,1,26.6927,113.5776,47.2677,True,False,28.2267,148.2409,0.814
Quaker,15.0,47,348,37.9598,3.06,1.5,3.79,0.4685,2.4813,0.1839,1.0909,35185.95,0.1531,37.9598,116.1586,0.5787,21.9692,4.3585,1,29.1912,127.2299,54.7978,True,False,32.8287,149.4305,0.769
Quaker,15.0,48,312,31.2564,3.0311,1.5,3.79,0.4953,2.4795,0.1827,1.0983,25755.9401,0.1634,31.2564,94.7417,0.5516,17.2419,4.3585,1,23.6573,103.1103,44.4524,True,False,27.2105,157.8167,0.7569
Quaker,15.0,51,314,33.2962,3.1026,1.5,3.69,0.4462,2.4943,0.2102,1.0998,28403.2801,0.1438,33.2962,103.3052,0.6083,20.2535,4.2435,1,27.1567,115.2396,47.5017,True,False,27.2482,134.5361,0.8156
Quaker,15.0,52,353,29.153,3.1271,1.5,3.85,0.4635,2.4687,0.1983,1.1362,28777.09,0.1482,29.153,91.1655,0.6584,19.1952,4.4275,1,22.5129,99.676,44.098,True,False,24.9028,129.7345,0.7722
Quaker,15.0,54,354,30.9266,3.0609,1.5,3.7,0.4642,2.4716,0.1384,1.1005,29141.54,0.1516,30.9266,94.6616,0.5893,18.2249,4.255,1,25.2885,107.6027,45.1006,True,False,26.8758,147.4674,0.8177
Quaker,15.0,56,355,26.0958,3.0416,1.5,3.7,0.4569,2.4714,0.1803,1.0907,25551.3802,0.1502,26.0958,79.3724,0.5702,14.8792,4.255,1,20.733,88.2188,36.9793,True,False,22.1001,148.5298,0.7945
Quaker,15.0,67,339,31.3894,3.0787,1.5,3.7,0.4452,2.486,0.1799,1.093,29246.9801,0.1446,31.3894,96.6389,0.5928,18.6063,4.255,1,25.4708,108.3781,45.0589,True,False,26.4526,142.17,0.8114
Quaker,15.0,71,355,48.2282,3.0958,1.5,3.79,0.4503,2.4615,0.1521,1.09,44749.84,0.1455,48.2282,149.3026,0.6342,30.5872,4.3585,1,38.3556,167.173,72.7592,True,False,42.172,137.8745,0.7953
Quaker,15.0,74,354,39.387,3.0795,1.5,3.7,0.4652,2.4948,0.1582,1.0766,37525.2801,0.1511,39.387,121.292,0.5847,23.0295,4.255,1,32.2726,137.32,56.8064,True,False,33.7769,146.668,0.8194
Quaker,15.0,76,357,47.7675,3.0514,1.5,3.79,0.4741,2.468,0.1793,1.0697,44154.0703,0.1554,47.7675,145.7569,0.5834,27.8684,4.3585,1,36.6263,159.6358,69.2434,True,False,41.375,148.4656,0.7668
Quaker,15.0,81,354,45.3927,3.0833,1.5,3.79,0.473,2.4699,0.1808,1.1074,44111.6901,0.1534,45.3927,139.9585,0.6134,27.8429,4.3585,1,35.4135,154.3496,66.8817,True,False,39.0388,140.2107,0.7802
Quaker,15.0,86,352,81.7699,3.1032,1.5,3.79,0.4797,2.4745,0.1705,1.0828,64484.1704,0.1546,81.7699,253.7489,0.6287,51.4098,4.3585,1,64.7925,282.3982,122.0695,True,False,70.6597,137.444,0.7924
Quaker,15.0,88,353,36.238,3.0483,1.5,3.7,0.449,2.4806,0.1756,1.0881,33879.4301,0.1473,36.238,110.4639,0.5677,20.5733,4.255,1,28.9581,123.2168,51.3843,True,False,30.811,149.7623,0.7991
Quaker,15.0,89,345,42.2058,3.0543,1.5,3.79,0.4731,2.4523,0.1652,1.0598,36366.6402,0.1549,42.2058,128.9071,0.602,25.4063,4.3585,1,32.6095,142.1283,62.1605,True,False,36.7543,144.6661,0.7726
Quaker,15.0,91,357,34.902,3.0489,1.5,3.69,0.456,2.459,0.1849,1.0734,33120.8601,0.1496,34.902,106.4141,0.5899,20.5897,4.2435,1,27.9212,118.4837,49.825,True,False,29.2354,141.9904,0.8
Quaker,15.0,94,346,40.1821,3.062,1.5,3.7,0.4513,2.4814,0.1647,1.1049,38100.4101,0.1474,40.1821,123.0385,0.5806,23.329,4.255,1,32.5111,138.3347,57.6603,True,False,34.3313,147.1618,0.8091
Quaker,15.0,98,349,50.6189,3.0405,1.5,3.69,0.458,2.4751,0.1347,1.0769,47312.6403,0.1506,50.6189,153.9051,0.5653,28.6158,4.2435,1,41.1734,174.7192,72.809,True,False,44.1932,154.4364,0.8134
Quaker,15.0,100,350,78.4343,3.1166,1.5,3.85,0.4621,2.4718,0.1486,1.1031,72962.54,0.1483,78.4343,244.4446,0.6448,50.5706,4.4275,1,61.5077,272.3254,120.2905,True,False,69.7199,137.8666,0.7842
Quaker,15.0,101,358,43.8464,3.0368,1.5,3.79,0.4714,2.4642,0.1285,1.0852,42347.4801,0.1552,43.8464,133.1507,0.5725,25.1025,4.3585,1,34.0725,148.5051,64.542,True,False,39.4395,157.1137,0.7771
Quaker,15.0,102,350,81.7714,3.0594,1.5,3.69,0.439,2.4757,0.1371,1.079,77682.0104,0.1435,81.7714,250.1719,0.5837,47.7315,4.2435,1,67.1592,284.9902,118.725,True,False,70.9935,148.7351,0.8213
Quaker,15.0,103,355,71.9099,3.0514,1.5,3.7,0.4697,2.4657,0.138,1.0858,66694.3802,0.1539,71.9099,219.4224,0.5857,42.1151,4.255,1,58.4953,248.8974,104.6663,True,False,62.5512,148.5242,0.8135
Quaker,15.0,104,349,39.0201,3.0885,1.5,3.7,0.476,2.4864,0.1862,1.1135,36944.4101,0.1541,39.0201,120.5138,0.6021,23.4939,4.255,1,31.7513,135.1018,56.155,True,False,32.6611,139.0195,0.8137
Quaker,15.0,105,324,51.2469,3.062,1.5,3.79,0.4342,2.5038,0.1296,1.0901,44242.9104,0.1418,51.2469,156.9177,0.5581,28.6033,4.3585,1,40.3773,175.9843,74.8858,True,False,46.2825,161.8084,0.7879
Quaker,15.0,106,351,37.641,3.061,1.5,3.7,0.47,2.4786,0.2108,1.0895,34625.0801,0.1535,37.641,115.2185,0.5824,21.9213,4.255,1,29.8442,126.9873,53.0152,True,False,31.0939,141.8431,0.7929
Quaker,15.0,107,351,38.9459,3.0718,1.5,3.7,0.4654,2.4674,0.1681,1.1058,38237.4402,0.1515,38.9459,119.633,0.6044,23.5375,4.255,1,31.6391,134.6245,56.5578,True,False,33.0203,140.2877,0.8124
Quaker,15.0,110,351,50.188,3.0461,1.5,3.79,0.4654,2.4698,0.1738,1.0869,46098.7701,0.1528,50.188,152.877,0.5763,28.9211,4.3585,1,38.4569,167.6143,72.6323,True,False,43.7112,151.1398,0.7663
Quaker,15.0,111,356,66.1545,3.1396,1.5,3.56,0.4371,2.4778,0.1545,1.0856,64573.67,0.1392,66.1545,207.6971,0.6618,43.7826,4.094,1,60.0018,245.6473,96.9777,True,False,53.1951,121.4983,0.907
Quaker,15.0,113,346,30.5694,3.076,1.5,3.7,0.4586,2.4869,0.159,1.0946,28834.9101,0.1491,30.5694,94.0326,0.5891,18.0097,4.255,1,24.991,106.3367,44.1867,True,False,26.1769,145.3487,0.8175
Quaker,15.0,114,352,78.4545,3.037,1.5,3.43,0.4154,2.4903,0.1477,1.0764,73257.2608,0.1368,78.4545,238.2628,0.5467,42.8907,3.9445,1,71.8545,283.4303,104.4938,True,False,61.6031,143.6282,0.9159
Quaker,15.0,115,353,44.2578,3.0609,1.5,3.79,0.4694,2.4632,0.136,1.1232,43628.7902,0.1534,44.2578,135.4666,0.5976,26.4492,4.3585,1,34.7538,151.4745,65.8677,True,False,39.4185,149.0344,0.7853
Quaker,15.0,116,351,29.584,3.039,1.5,3.7,0.455,2.4833,0.1652,1.0922,28286.82,0.1497,29.584,89.9064,0.5557,16.4396,4.255,1,23.6214,100.5089,41.8493,True,False,25.4098,154.5648,0.7984
Quaker,15.0,117,304,37.9572,3.0404,1.5,3.69,0.4745,2.4732,0.1974,1.1003,30959.03,0.1561,37.9572,115.4046,0.5672,21.5278,4.2435,1,30.0576,127.5493,53.2101,True,False,31.6823,147.1695,0.7919
Quaker,15.0,118,266,17.985,3.059,1.5,3.79,0.4688,2.4267,0.1917,1.1018,13266.11,0.1533,17.985,55.0166,0.6323,11.3726,4.3585,1,13.7765,60.045,26.6136,True,False,15.241,134.0148,0.766
Quaker,15.0,119,353,31.3116,3.0357,1.5,3.7,0.454,2.4869,0.1586,1.0994,30204.6702,0.1496,31.3116,95.0511,0.5487,17.1811,4.255,1,25.0233,106.4743,44.2428,True,False,27.0617,157.5084,0.7992
Quaker,15.0,121,355,41.5606,3.0408,1.5,3.79,0.4645,2.4701,0.1296,1.1106,40826.7102,0.1528,41.5606,126.3773,0.5707,23.7181,4.3585,1,32.3555,141.0216,61.0999,True,False,37.3818,157.6087,0.7785
Quaker,15.0,124,343,74.0904,3.1165,1.5,3.56,0.4427,2.4805,0.1545,1.117,69094.0198,0.1421,74.0904,230.9012,0.6359,47.1176,4.094,1,66.3472,271.6252,107.0489,True,False,59.9314,127.1954,0.8955
Quaker,15.0,126,352,53.9886,3.0827,1.5,3.7,0.465,2.4818,0.1108,1.114,52229.2001,0.1508,53.9886,166.4282,0.6009,32.4417,4.255,1,45.221,192.4155,80.188,True,False,47.7463,147.1759,0.8376
Quaker,15.0,128,344,46.7616,3.142,1.5127,3.85,0.4787,2.4754,0.1424,1.1126,43331.0901,0.1524,46.7616,146.9254,0.6666,31.1732,4.4275,1,37.2866,165.0865,72.7884,True,False,41.6152,133.4967,0.7974
Quaker,15.0,129,329,47.383,3.0971,1.5,3.7,0.4646,2.4969,0.1489,1.1281,42472.9901,0.15,47.383,146.7508,0.6002,28.4415,4.255,1,39.3643,167.4951,69.2074,True,False,40.7659,143.3323,0.8308
Quaker,15.0,131,346,44.5173,3.0422,1.5057,3.7,0.4494,2.4801,0.1358,1.096,41424.0101,0.1477,44.5173,135.4318,0.5621,25.0252,4.255,1,36.0595,153.4333,64.0027,True,False,38.9775,155.7529,0.81
Quaker,15.5,5,239,25.5439,2.9426,2.6196,3.2188,0.1257,2.4991,0.0167,1.1016,17941.3401,0.0427,25.5439,75.1647,0.4434,11.3271,3.7016,1,26.1465,96.7831,31.4395,True,False,20.1124,177.5592,1.0236
Quaker,15.5,8,220,15.6182,2.9942,2.69,3.36,0.1611,2.5369,0.0227,1.0661,10197.03,0.0538,15.6182,46.7637,0.4573,7.1425,3.864,1,15.2571,58.9533,20.2482,True,False,13.1057,183.4887,0.9769
Quaker,15.5,9,230,18.9913,2.9989,2.6646,3.565,0.1752,2.5643,0.0174,1.0784,12994.81,0.0584,18.9913,56.9521,0.4346,8.253,4.0998,1,16.8313,69.0042,25.8439,True,False,17.5909,213.1468,0.8863
Quaker,15.5,28,228,11.7193,2.9239,2.69,3.19,0.104,2.5256,0.0132,1.0674,7767.99,0.0356,11.7193,34.2659,0.3983,4.6674,3.6685,1,12.0683,44.2725,13.7926,True,False,9.1252,195.5075,1.0298
Quaker,15.5,33,213,27.3146,2.9841,2.5909,3.25,0.1639,2.4735,0.0282,1.0811,16979.99,0.0549,27.3146,81.5099,0.5106,13.9472,3.7375,1,28.0332,104.7742,35.4339,True,False,21.4867,154.0566,1.0263
Quaker,15.5,44,234,29.0214,2.931,2.37,3.1142,0.0991,2.5028,0.0171,1.0924,19778.1502,0.0338,29.0214,85.0612,0.4282,12.4279,3.5813,1,31.2315,111.8505,33.6859,True,False,21.258,171.0511,1.0762
Quaker,15.5,45,214,10.3131,2.9306,2.6673,3.165,0.106,2.5249,0.0187,1.0653,6443.5701,0.0362,10.3131,30.2235,0.4057,4.1839,3.6397,1,10.7828,39.2465,12.0211,True,False,7.8372,187.3161,1.0455
Quaker,15.5,49,214,9.7336,2.9834,2.688,3.35,0.1502,2.5263,0.0187,1.0712,6178.55,0.0504,9.7336,29.0395,0.4571,4.4495,3.8525,1,9.5147,36.6556,12.6186,True,False,8.169,183.5934,0.9775
Quaker,15.5,50,183,8.7268,2.9561,2.62,3.3567,0.136,2.5603,0.0219,1.0525,4698.94,0.046,8.7268,25.7971,0.3958,3.4542,3.8602,1,8.3559,32.2551,10.8618,True,False,7.4076,214.4486,0.9575
Quaker,15.5,51,227,12.8899,2.9652,2.6041,3.3536,0.1302,2.5499,0.0176,1.075,8589.05,0.0439,12.8899,38.2205,0.4152,5.3524,3.8567,1,12.4494,48.0134,16.2684,True,False,10.916,203.9482,0.9658
Quaker,15.5,52,234,27.9402,2.9906,2.44,3.25,0.1569,2.492,0.0171,1.1152,19257.7499,0.0525,27.9402,83.5588,0.4986,13.9311,3.7375,1,28.92,108.0883,36.019,True,False,22.0878,158.5504,1.0351
Quaker,15.5,54,237,18.7722,2.9678,2.69,3.49,0.1334,2.5582,0.0169,1.0865,13099.1301,0.0449,18.7722,55.7129,0.4096,7.6897,4.0135,1,16.9562,68.0537,24.6762,True,False,16.9864,220.8972,0.9033
Quaker,15.5,56,235,14.2255,2.9166,2.58,3.3789,0.1339,2.5432,0.017,1.0697,9619.55,0.0459,14.2255,41.4897,0.3734,5.3119,3.8857,1,13.1842,51.2301,17.7007,True,False,12.3887,233.2244,0.9268
Quaker,15.5,64,168,6.3393,2.9205,2.69,3.19,0.1007,2.5202,0.0238,1.0649,3095.36,0.0345,6.3393,18.5138,0.4003,2.5375,3.6685,1,6.4854,23.7916,7.4472,True,False,4.9097,193.4834,1.023
Quaker,15.5,67,218,15.1743,2.9495,2.6354,3.1483,0.083,2.5127,0.0183,1.0817,9716.17,0.0281,15.1743,44.7562,0.4368,6.6278,3.6205,1,16.1923,58.6244,17.9379,True,False,11.3101,170.6472,1.0671
Quaker,15.5,68,211,10.9905,3.017,2.64,3.25,0.1469,2.5027,0.019,1.0827,6925.3899,0.0487,10.9905,33.1587,0.5143,5.6522,3.7375,1,11.5407,43.1334,14.25,True,False,8.5978,152.113,1.0501
Quaker,15.5,70,200,17.07,2.913,2.657,3.49,0.1372,2.5311,0.015,1.0745,9930.9399,0.0471,17.07,49.7251,0.3819,6.5194,4.0135,1,14.9418,59.969,22.1499,True,False,15.6305,239.7547,0.8753
Quaker,15.5,71,238,13.8529,3.0304,2.6347,3.49,0.1484,2.5128,0.0168,1.0887,9826.6499,0.049,13.8529,41.9798,0.5176,7.1706,4.0135,1,12.9723,52.0641,19.468,True,False,12.2973,171.4956,0.9364
Quaker,15.5,74,235,16.8043,2.973,2.69,3.4275,0.1365,2.5642,0.017,1.0626,11660.7201,0.0459,16.8043,49.9589,0.4088,6.8702,3.9416,1,15.7059,61.907,21.6345,True,False,14.7643,214.9022,0.9346
Quaker,15.5,81,232,21.0129,2.9877,2.6806,3.3791,0.1488,2.513,0.0216,1.0934,14467.1301,0.0498,21.0129,62.7807,0.4747,9.9757,3.886,1,20.2615,78.7353,27.8186,True,False,17.8429,178.863,0.9642
Quaker,15.5,86,246,14.4553,3.0044,2.5867,3.49,0.1769,2.525,0.0203,1.0852,10610.9401,0.0589,14.4553,43.4292,0.4794,6.93,4.0135,1,13.3162,53.4447,19.8215,True,False,12.8916,186.0272,0.9212
Quaker,15.5,88,231,11.5584,2.9364,2.69,3.49,0.1583,2.5286,0.0173,1.0695,7774.01,0.0539,11.5584,33.9406,0.4079,4.7142,4.0135,1,10.2482,41.1313,15.2178,True,False,10.5036,222.8099,0.8866
Quaker,15.5,89,191,7.7906,2.9605,2.68,3.39,0.1366,2.5575,0.0157,1.0351,4366.5,0.0462,7.7906,23.0641,0.4031,3.14,3.8985,1,7.3715,28.7378,9.8855,True,False,6.7455,214.8237,0.9462
Quaker,15.5,90,191,8.7435,3.0121,2.69,3.35,0.1783,2.5625,0.0262,1.055,4997.29,0.0592,8.7435,26.3366,0.4497,3.9319,3.8525,1,8.6618,33.3696,11.1741,True,False,7.2422,184.1921,0.9907
Quaker,15.5,91,225,12.7467,2.9755,2.6155,3.4186,0.1492,2.564,0.0178,1.0541,8471.65,0.0501,12.7467,37.9278,0.4116,5.2459,3.9314,1,11.981,47.1017,16.3828,True,False,11.1369,212.2969,0.9399
Quaker,15.5,92,206,9.165,2.9299,2.555,3.19,0.1075,2.5188,0.0194,1.0601,5460.13,0.0367,9.165,26.8529,0.4112,3.7682,3.6685,1,9.4464,34.6541,10.8608,True,False,7.0925,188.2202,1.0307
Quaker,15.5,97,188,8.7766,2.929,2.5867,3.49,0.1371,2.5124,0.0213,1.0569,4795.39,0.0468,8.7766,25.7067,0.4166,3.6566,4.0135,1,7.7347,31.043,11.6107,True,False,7.9541,217.5244,0.8813
Quaker,15.5,100,191,10.1309,2.9992,2.636,3.25,0.1516,2.5315,0.0105,1.0844,5746.01,0.0505,10.1309,30.385,0.4678,4.7387,3.7375,1,10.5682,39.4987,12.7453,True,False,8.0066,168.9596,1.0432
Quaker,15.5,102,205,15.9561,2.9492,2.6986,3.15,0.093,2.5374,0.0146,1.0727,9621.6101,0.0315,15.9561,47.0572,0.4118,6.5703,3.6225,1,17.0343,61.7066,18.484,True,False,11.9137,181.3277,1.0676
Quaker,15.5,103,167,8.0659,2.9835,2.59,3.2975,0.1351,2.5572,0.024,1.0873,4017.88,0.0453,8.0659,24.0643,0.4263,3.4383,3.7921,1,8.0847,30.6581,9.984,True,False,6.5457,190.3766,1.0023
Quaker,15.5,106,204,9.6765,2.9693,2.6165,3.3045,0.135,2.5414,0.0245,1.0733,5832.82,0.0455,9.6765,28.7325,0.4279,4.1403,3.8002,1,9.582,36.4138,12.0616,True,False,7.9213,191.3245,0.9902
Quaker,15.5,107,204,18.8725,2.9953,2.566,3.37,0.1137,2.5124,0.0147,1.1075,11505.7801,0.038,18.8725,56.5289,0.4829,9.1142,3.8755,1,18.4165,71.3731,25.1043,True,False,15.99,175.44,0.9758
Quaker,15.5,110,273,14.0842,3.0112,2.58,3.49,0.254,2.605,0.0183,1.0772,11218.54,0.0844,14.0842,42.4104,0.4062,5.7204,4.0135,1,13.0365,52.3219,18.3614,True,False,12.641,220.9825,0.9256
Quaker,15.5,112,210,30.6905,2.9278,2.58,3.3866,0.1452,2.5479,0.0143,1.1107,18596.6601,0.0496,30.6905,89.855,0.3799,11.6581,3.8945,1,28.5546,111.207,38.4521,True,False,26.7939,229.8303,0.9304
Quaker,15.5,113,228,18.1096,2.962,2.69,3.315,0.1433,2.5281,0.0175,1.0797,12223.03,0.0484,18.1096,53.6399,0.4338,7.8567,3.8122,1,17.8118,67.9029,22.8728,True,False,15.0161,191.1239,0.9836
Quaker,15.5,114,172,7.2093,2.9394,2.706,3.19,0.0849,2.5338,0.0233,1.0629,3632.36,0.0289,7.2093,21.191,0.4056,2.9241,3.6685,1,7.4599,27.3666,8.4648,True,False,5.5407,189.4837,1.0348
Quaker,15.5,115,201,23.0149,2.9842,2.6906,3.34,0.108,2.5374,0.0199,1.1238,13724.2301,0.0362,23.0149,68.6811,0.4468,10.2835,3.841,1,22.6124,86.8542,29.478,True,False,19.1945,186.6533,0.9825
Quaker,15.5,117,214,12.6495,2.9423,2.6062,3.19,0.103,2.5265,0.0187,1.0818,7896.54,0.035,12.6495,37.2184,0.4158,5.2593,3.6685,1,13.137,48.193,15.0024,True,False,9.7431,185.2558,1.0385
Quaker,15.5,118,219,15.8584,3.0113,2.46,3.308,0.1565,2.5276,0.0137,1.0849,10377.1701,0.052,15.8584,47.7543,0.4837,7.6711,3.8042,1,16.1343,61.3781,20.5976,True,False,12.9266,168.51,1.0174
Quaker,15.5,124,221,18.9819,3.0046,2.64,3.63,0.1526,2.5034,0.0181,1.0988,12395.7699,0.0508,18.9819,57.0322,0.5012,9.5132,4.1745,1,16.3546,68.2724,27.3305,True,False,17.8173,187.2915,0.8616
Quaker,15.5,126,237,33.2911,2.9789,2.6839,3.3932,0.1387,2.548,0.0084,1.1036,23507.91,0.0466,33.2911,99.1715,0.4309,14.3444,3.9022,1,31.8859,124.4257,43.179,True,False,28.8346,201.0162,0.9578
Quaker,15.5,131,244,23.8484,2.9165,2.58,3.49,0.148,2.5278,0.0164,1.0825,16711.7201,0.0507,23.8484,69.5546,0.3887,9.271,4.0135,1,20.9063,83.9075,31.0608,True,False,21.7898,235.0312,0.8766
Quaker,15.5,134,175,11.5086,2.994,2.702,3.3177,0.1234,2.5199,0.0114,1.117,6027.28,0.0412,11.5086,34.4571,0.4741,5.4563,3.8153,1,11.5459,44.0516,14.9567,True,False,9.5004,174.117,1.0032
Quaker,16.0,5,320,109.3312,2.9203,1.7944,3.5091,0.41,2.4192,0.2969,1.1145,98102.86,0.1404,109.3312,319.2756,0.5011,54.7814,4.0355,1,84.4163,340.6579,136.4382,True,False,81.6567,149.0592,0.7721
Quaker,16.0,8,359,101.2758,2.9385,1.5761,3.7268,0.4463,2.3905,0.2841,1.0866,96015.5499,0.1519,101.2758,297.6027,0.548,55.4983,4.2858,1,71.6267,306.9778,135.7507,True,False,80.2524,144.6034,0.7072
Quaker,16.0,9,357,85.4986,2.9278,1.5873,3.5623,0.4175,2.4004,0.3081,1.0966,83131.7202,0.1426,85.4986,250.3229,0.5274,45.0945,4.0966,1,64.2996,263.4094,109.0665,True,False,63.9721,141.8622,0.7521
Quaker,16.0,18,354,82.6554,2.891,1.6507,3.5245,0.4108,2.3915,0.322,1.0765,80214.8998,0.1421,82.6554,238.9598,0.4995,41.2878,4.0532,1,61.5816,249.6025,102.3288,True,False,61.041,147.8427,0.745
Quaker,16.0,28,359,66.039,2.8985,1.6284,3.55,0.4056,2.3987,0.3092,1.0896,64675.23,0.1399,66.039,191.4155,0.4999,33.011,4.0825,1,49.0791,200.3655,82.6418,True,False,49.6308,150.3463,0.7432
Quaker,16.0,44,356,129.7388,2.9201,1.6568,3.4877,0.3826,2.4148,0.3118,1.1165,130664.7399,0.131,129.7388,378.845,0.5053,65.5581,4.0108,1,100.5841,403.424,160.5383,True,False,94.9802,144.8793,0.7753
Quaker,16.0,47,355,54.4338,2.9243,1.6872,3.7233,0.4415,2.4113,0.2958,1.0918,52782.56,0.151,54.4338,159.1833,0.5131,27.9278,4.2818,1,38.0487,162.9182,71.1719,True,False,43.2441,154.8426,0.699
Quaker,16.0,48,317,53.7161,2.8862,1.7401,3.6233,0.4331,2.4006,0.2997,1.0997,45936.6299,0.1501,53.7161,155.0351,0.4856,26.0827,4.1668,1,38.4082,160.0408,67.8368,True,False,41.7541,160.0834,0.715
Quaker,16.0,49,270,50.6815,2.8962,1.7328,3.6789,0.4424,2.3826,0.3,1.089,37762.4499,0.1528,50.6815,146.7817,0.5135,26.026,4.2307,1,35.5043,150.2087,65.6148,True,False,39.5888,152.1128,0.7005
Quaker,16.0,51,351,65.2536,2.9237,1.5912,3.5608,0.4354,2.4025,0.3134,1.0897,62292.5701,0.1489,65.2536,190.7806,0.5212,34.0102,4.095,1,48.8788,200.1565,82.7262,True,False,48.716,143.2395,0.7491
Quaker,16.0,52,357,110.7871,2.9798,1.6338,3.5752,0.3947,2.4148,0.3193,1.1371,111986.7701,0.1324,110.7871,330.121,0.565,62.5961,4.1115,1,84.9462,349.2542,144.129,True,False,81.5329,130.2523,0.7668
Quaker,16.0,54,361,72.8006,2.919,1.6412,3.5073,0.4089,2.4052,0.2825,1.1019,71997.39,0.1401,72.8006,212.5038,0.5138,37.4059,4.0334,1,56.5629,228.1397,92.0959,True,False,54.6901,146.2073,0.777
Quaker,16.0,67,344,71.0349,2.9384,1.635,3.5104,0.4021,2.4168,0.3227,1.094,67414.8,0.1369,71.0349,208.7265,0.5215,37.0462,4.037,1,54.7932,221.1983,88.7718,True,False,51.7255,139.6243,0.7714
Quaker,16.0,71,359,97.5097,2.9534,1.594,3.6974,0.4185,2.3913,0.2813,1.0911,93483.2401,0.1417,97.5097,287.9886,0.5621,54.8092,4.252,1,70.6097,300.234,131.3817,True,False,76.5726,139.7076,0.7241
Quaker,16.0,73,363,94.6116,2.8868,1.6118,3.5545,0.4164,2.3812,0.2893,1.065,91404.9301,0.1442,94.6116,273.1211,0.5056,47.8313,4.0877,1,70.2645,287.2184,119.9041,True,False,72.0727,150.681,0.7427
Quaker,16.0,74,361,86.9114,2.8934,1.6474,3.5067,0.4032,2.3737,0.2936,1.0783,85001.6001,0.1394,86.9114,251.4665,0.5197,45.1691,4.0328,1,66.2096,267.0072,109.8485,True,False,64.6794,143.1939,0.7618
Quaker,16.0,81,357,98.6555,2.9517,1.6215,3.69,0.4347,2.4116,0.3109,1.1085,98793.3199,0.1473,98.6555,291.2005,0.5401,53.2867,4.2435,1,70.7154,300.0809,129.5463,True,False,76.2596,143.1119,0.7168
Quaker,16.0,86,360,146.5944,2.9459,1.576,3.6546,0.4335,2.4051,0.3222,1.0844,125856.9505,0.1471,146.5944,431.8524,0.5408,79.2731,4.2028,1,105.9688,445.3627,190.4934,True,False,111.2204,140.3003,0.7229
Quaker,16.0,88,361,57.7147,2.9086,1.6728,3.5505,0.4102,2.3935,0.2936,1.0895,56660.5399,0.141,57.7147,167.8686,0.5151,29.7275,4.083,1,43.4282,177.3191,73.3728,True,False,43.6453,146.818,0.7525
Quaker,16.0,89,355,46.4169,2.9158,1.5785,3.721,0.4527,2.3811,0.3042,1.0604,42276.4599,0.1553,46.4169,135.342,0.5347,24.8188,4.2792,1,32.1993,137.7868,61.1172,True,False,36.2984,146.2533,0.6937
Quaker,16.0,91,362,55.5442,2.9205,1.6766,3.5382,0.4212,2.3944,0.2928,1.0745,54557.0,0.1442,55.5442,162.2191,0.5261,29.2228,4.069,1,42.3584,172.355,70.9311,True,False,41.7083,142.7254,0.7626
Quaker,16.0,92,326,53.7914,2.8911,1.6878,3.4986,0.3986,2.4036,0.316,1.0822,46639.5002,0.1379,53.7914,155.5179,0.4876,26.2266,4.0234,1,40.6985,163.7468,65.9253,True,False,39.6987,151.3677,0.7566
Quaker,16.0,94,354,67.4689,2.9136,1.6743,3.5343,0.4064,2.4051,0.3192,1.1058,65557.4401,0.1395,67.4689,196.5792,0.5086,34.3124,4.0644,1,50.7658,206.3338,84.2391,True,False,49.9267,145.5062,0.7524
Quaker,16.0,98,358,72.2709,2.9007,1.5972,3.5664,0.4116,2.3991,0.2877,1.0787,70800.37,0.1419,72.2709,209.6384,0.5016,36.2531,4.1014,1,53.8463,220.8429,91.6603,True,False,55.4072,152.8344,0.7451
Quaker,16.0,100,354,99.8051,2.9354,1.5731,3.6043,0.4054,2.3658,0.3051,1.1041,91321.1702,0.1381,99.8051,292.969,0.5696,56.8495,4.1449,1,73.9797,306.6407,131.619,True,False,74.7695,131.5217,0.7412
Quaker,16.0,101,363,90.865,2.9034,1.5804,3.7439,0.4215,2.4019,0.2782,1.0866,91007.7399,0.1452,90.865,263.8152,0.5014,45.5635,4.3055,1,62.6004,269.5285,119.1665,True,False,73.603,161.5396,0.6889
