UPC,manufacturer_code,DESCRIP,descrip_clean,SIZE,size_oz,size_kind,brand_rule,block_majority_brand,brand_final,brand_source,brand_confidence
7276201213,72762,FAMILIA,FAMILIA,12 OZ,12.0,oz,Unknown,Unknown,Unknown,unknown,low
7572514080,75725,~GENERIC QUICK OATS,GENERIC QUICK OATS,42 OZ,42.0,oz,Unknown,Unknown,Unknown,unknown,low
9166910113,91669,SPIDERMAN CEREAL,SPIDERMAN CEREAL,12.5OZ,12.5,oz,Unknown,Unknown,Unknown,unknown,low
9166912111,91669,SUNFLAKES CEREAL,SUNFLAKES CEREAL,15 OZ,15.0,oz,Unknown,Unknown,Unknown,unknown,low
79166910113,791669,~SPIDERMAN CEREAL,SPIDERMAN CEREAL,12.5OZ,12.5,oz,Unknown,Ralston,Ralston,manufacturer_block,medium
79166910359,791669,~MUESLI W/ CRANBERRI,MUESLI W/ CRANBERRI,13.5OZ,13.5,oz,Unknown,Ralston,Ralston,manufacturer_block,medium
79166910537,791669,~RASPBERRY ALMOND MU,RASPBERRY ALMOND MU,13.5OZ,13.5,oz,Unknown,Ralston,Ralston,manufacturer_block,medium
79166910605,791669,~MUESLI STRAWBERRY P,MUESLI STRAWBERRY P,13.5OZ,13.5,oz,Unknown,Ralston,Ralston,manufacturer_block,medium
79166915516,791669,RALSTON/WHEAT CHEX,RALSTON/WHEAT CHEX,16 OZ,16.0,oz,Ralston,Ralston,Ralston,descrip_rule,high
79166918102,791669,RALSTON RICE CHEX,RALSTON RICE CHEX,12 OZ,12.0,oz,Ralston,Ralston,Ralston,descrip_rule,high
79166918982,791669,COOKIE CRISP CHOCOLA,COOKIE CRISP CHOCOLA,11 OZ,11.0,oz,Unknown,Ralston,Ralston,manufacturer_block,medium
79166919305,791669,MULTI BRAN CHEX CERE,MULTI BRAN CHEX CERE,16 OZ,16.0,oz,Unknown,Ralston,Ralston,manufacturer_block,medium
79166919541,791669,RALSTON CORN CHEX,RALSTON CORN CHEX,12 OZ,12.0,oz,Ralston,Ralston,Ralston,descrip_rule,high
